CustomerID,Recency,Frequency,Monetary,Cluster,SegmentLabel
13315,689,1,310.26000000000005,0,Inactive low-value customers
13316,37,10,12940.82,2,High-value loyal customers
13317,66,19,6486.091,2,High-value loyal customers
13318,1,3,640.76,1,Recent moderate customers
13319,5,58,21323.22,2,High-value loyal customers
13320,78,6,2211.6,3,Lapsed higher-spend customers
13321,72,2,567.36,1,Recent moderate customers
13322,17,1,199.48000000000002,1,Recent moderate customers
13323,3,5,787.85,1,Recent moderate customers
13324,36,18,10513.47,2,High-value loyal customers
13325,82,1,675.3,1,Recent moderate customers
13326,432,1,281.76,0,Inactive low-value customers
13327,39,20,9134.48,2,High-value loyal customers
13328,316,1,1308.48,0,Inactive low-value customers
13329,32,8,4808.7699999999995,2,High-value loyal customers
13330,93,6,2796.1,3,Lapsed higher-spend customers
13331,402,1,262.4,0,Inactive low-value customers
13332,14,1,350.90000000000003,1,Recent moderate customers
13333,411,3,1015.74,3,Lapsed higher-spend customers
13334,82,5,6201.8,3,Lapsed higher-spend customers
13336,77,1,795.12,1,Recent moderate customers
13337,546,1,1575.26,0,Inactive low-value customers
13338,158,4,2445.62,3,Lapsed higher-spend customers
13339,201,1,860.12,0,Inactive low-value customers
13340,45,12,22100.56,2,High-value loyal customers
13341,261,1,775.85,0,Inactive low-value customers
13343,178,1,353.43,0,Inactive low-value customers
13344,68,3,2511.69,3,Lapsed higher-spend customers
13345,288,1,389.5,0,Inactive low-value customers
13346,463,6,299.4,3,Lapsed higher-spend customers
13347,70,1,341.36,0,Inactive low-value customers
13348,64,1,233.76000000000002,0,Inactive low-value customers
13349,11,1,247.32,1,Recent moderate customers
13350,16,2,979.12,1,Recent moderate customers
13351,66,1,373.94,0,Inactive low-value customers
13352,60,1,397.98,1,Recent moderate customers
13354,71,1,743.53,1,Recent moderate customers
13355,122,1,674.7,0,Inactive low-value customers
13356,80,1,768.24,1,Recent moderate customers
13357,257,5,3805.51,3,Lapsed higher-spend customers
13358,269,1,439.03000000000003,0,Inactive low-value customers
13359,64,2,1043.31,1,Recent moderate customers
13360,432,4,1553.65,3,Lapsed higher-spend customers
13361,472,2,1450.5,3,Lapsed higher-spend customers
13362,9,7,5394.07,2,High-value loyal customers
13363,18,3,1723.8600000000001,1,Recent moderate customers
13364,71,1,134.96,0,Inactive low-value customers
13365,34,2,2225.37,1,Recent moderate customers
13366,50,1,56.16,0,Inactive low-value customers
13367,432,1,510.2,0,Inactive low-value customers
13368,257,4,1121.5,3,Lapsed higher-spend customers
13369,366,1,308.28000000000003,0,Inactive low-value customers
13370,372,1,754.87,0,Inactive low-value customers
13371,505,2,2297.66,3,Lapsed higher-spend customers
13372,90,1,378.64,0,Inactive low-value customers
13373,61,6,7587.1900000000005,2,High-value loyal customers
13374,415,2,422.8,0,Inactive low-value customers
13375,89,2,1792.23,3,Lapsed higher-spend customers
13376,99,3,1019.76,3,Lapsed higher-spend customers
13377,397,2,1552.88,3,Lapsed higher-spend customers
13379,26,3,572.56,1,Recent moderate customers
13380,433,1,62.4,0,Inactive low-value customers
13381,32,12,8224.37,2,High-value loyal customers
13382,281,5,1387.58,3,Lapsed higher-spend customers
13383,544,1,305.28000000000003,0,Inactive low-value customers
13384,31,11,6680.83,2,High-value loyal customers
13385,330,1,534.57,0,Inactive low-value customers
13386,414,2,835.46,0,Inactive low-value customers
13387,417,1,186.94,0,Inactive low-value customers
13388,131,3,1185.65,3,Lapsed higher-spend customers
13389,11,3,797.96,1,Recent moderate customers
13390,75,1,544.08,0,Inactive low-value customers
13391,204,1,59.8,0,Inactive low-value customers
13392,677,1,91.14,0,Inactive low-value customers
13393,584,4,1131.45,3,Lapsed higher-spend customers
13394,2,19,6621.7,2,High-value loyal customers
13395,185,3,1180.23,3,Lapsed higher-spend customers
13396,29,2,1360.99,1,Recent moderate customers
13397,73,10,3191.87,3,Lapsed higher-spend customers
13398,192,2,670.34,0,Inactive low-value customers
13399,464,3,275.4,0,Inactive low-value customers
13400,583,1,310.83,0,Inactive low-value customers
13402,127,4,1226.8500000000001,3,Lapsed higher-spend customers
13403,18,3,229.5,1,Recent moderate customers
13404,1,2,252.49,1,Recent moderate customers
13405,74,6,1213.811,3,Lapsed higher-spend customers
13406,427,2,568.92,0,Inactive low-value customers
13407,579,3,2244.7,3,Lapsed higher-spend customers
13408,2,106,50174.782,2,High-value loyal customers
13410,24,9,2201.96,2,High-value loyal customers
13411,107,1,213.55,0,Inactive low-value customers
13412,620,1,487.35,0,Inactive low-value customers
13413,640,6,429.44,3,Lapsed higher-spend customers
13414,134,6,2494.14,3,Lapsed higher-spend customers
13415,473,4,784.17,3,Lapsed higher-spend customers
13416,44,3,940.8000000000001,1,Recent moderate customers
13417,5,6,1669.49,1,Recent moderate customers
13418,12,31,11559.66,2,High-value loyal customers
13419,64,1,221.06,0,Inactive low-value customers
13420,150,2,159.85,0,Inactive low-value customers
13421,40,8,4058.75,2,High-value loyal customers
13422,64,1,2626.3,1,Recent moderate customers
13423,429,1,217.03,0,Inactive low-value customers
13424,450,1,572.77,0,Inactive low-value customers
13425,108,5,3390.4300000000003,3,Lapsed higher-spend customers
13426,1,22,8167.38,2,High-value loyal customers
13427,19,6,1006.53,1,Recent moderate customers
13428,10,3,478.54,1,Recent moderate customers
13429,11,4,1006.8,1,Recent moderate customers
13430,19,2,679.45,1,Recent moderate customers
13431,67,8,3316.2400000000002,3,Lapsed higher-spend customers
13432,571,2,439.1,0,Inactive low-value customers
13433,501,4,658.32,3,Lapsed higher-spend customers
13434,74,5,1666.8600000000001,3,Lapsed higher-spend customers
13435,5,9,4447.33,2,High-value loyal customers
13436,2,1,196.89,1,Recent moderate customers
13437,14,7,3408.06,2,High-value loyal customers
13438,547,1,46.5,0,Inactive low-value customers
13439,255,3,986.61,3,Lapsed higher-spend customers
13440,423,7,1295.25,3,Lapsed higher-spend customers
13441,92,2,720.9,1,Recent moderate customers
13442,667,3,419.87,0,Inactive low-value customers
13443,449,6,1273.16,3,Lapsed higher-spend customers
13444,374,2,619.08,0,Inactive low-value customers
13445,626,1,241.89999999999998,0,Inactive low-value customers
13446,430,11,3881.89,3,Lapsed higher-spend customers
13447,23,3,1129.14,1,Recent moderate customers
13448,17,13,8745.93,2,High-value loyal customers
13449,24,1,291.88,1,Recent moderate customers
13450,27,13,4120.04,2,High-value loyal customers
13451,26,11,7090.06,2,High-value loyal customers
13452,259,3,729.8,3,Lapsed higher-spend customers
13453,166,3,781.69,3,Lapsed higher-spend customers
13454,641,1,219.87,0,Inactive low-value customers
13455,25,6,2212.9900000000002,1,Recent moderate customers
13456,18,6,1766.72,1,Recent moderate customers
13457,689,2,148.22,0,Inactive low-value customers
13458,7,16,11959.27,2,High-value loyal customers
13459,625,2,1160.41,3,Lapsed higher-spend customers
13460,29,2,183.44,1,Recent moderate customers
13461,39,6,4160.0,2,High-value loyal customers
13462,253,5,1153.8500000000001,3,Lapsed higher-spend customers
13464,58,6,3097.64,3,Lapsed higher-spend customers
13465,446,2,931.12,3,Lapsed higher-spend customers
13466,184,5,1013.35,3,Lapsed higher-spend customers
13467,11,2,1071.91,1,Recent moderate customers
13468,2,72,12793.28,2,High-value loyal customers
13469,653,1,82.4,0,Inactive low-value customers
13470,99,2,165.0,0,Inactive low-value customers
13471,1,4,2501.84,1,Recent moderate customers
13472,464,2,592.24,0,Inactive low-value customers
13473,61,8,2657.76,3,Lapsed higher-spend customers
13474,236,3,646.59,3,Lapsed higher-spend customers
13475,191,4,1431.78,3,Lapsed higher-spend customers
13476,179,5,2061.4700000000003,3,Lapsed higher-spend customers
13477,38,11,2819.17,2,High-value loyal customers
13478,469,5,2215.78,3,Lapsed higher-spend customers
13479,201,4,851.37,3,Lapsed higher-spend customers
13480,417,2,627.82,0,Inactive low-value customers
13481,46,11,3830.84,2,High-value loyal customers
13482,232,2,336.09,0,Inactive low-value customers
13483,66,1,140.34,0,Inactive low-value customers
13484,241,3,790.72,3,Lapsed higher-spend customers
13485,233,11,3019.2200000000003,3,Lapsed higher-spend customers
13486,78,3,1122.41,3,Lapsed higher-spend customers
13487,58,5,846.87,3,Lapsed higher-spend customers
13488,17,23,14205.960000000001,2,High-value loyal customers
13489,105,4,449.52,3,Lapsed higher-spend customers
13490,654,1,154.25,0,Inactive low-value customers
13491,52,27,4467.66,2,High-value loyal customers
13492,136,3,1269.84,3,Lapsed higher-spend customers
13493,275,2,618.63,0,Inactive low-value customers
13494,312,1,316.26000000000005,0,Inactive low-value customers
13495,8,10,4863.31,2,High-value loyal customers
13496,11,2,653.33,1,Recent moderate customers
13497,283,6,1166.8300000000002,3,Lapsed higher-spend customers
13498,730,1,327.38,0,Inactive low-value customers
13499,18,5,1159.1100000000001,1,Recent moderate customers
13500,23,4,1466.3,1,Recent moderate customers
13501,288,3,2885.11,3,Lapsed higher-spend customers
13502,17,5,780.5,1,Recent moderate customers
13503,71,6,1859.24,3,Lapsed higher-spend customers
13504,64,1,295.93,0,Inactive low-value customers
13505,73,4,4393.63,3,Lapsed higher-spend customers
13506,316,5,1338.08,3,Lapsed higher-spend customers
13507,3,4,2479.16,1,Recent moderate customers
13508,244,2,287.05,0,Inactive low-value customers
13509,9,8,1114.72,1,Recent moderate customers
13510,1,11,4558.29,2,High-value loyal customers
13511,677,1,282.76,0,Inactive low-value customers
13512,261,4,713.39,3,Lapsed higher-spend customers
13513,127,3,824.59,3,Lapsed higher-spend customers
13514,74,4,815.9000000000001,3,Lapsed higher-spend customers
13515,73,6,1265.82,3,Lapsed higher-spend customers
13516,21,4,1685.26,1,Recent moderate customers
13517,60,3,2128.42,3,Lapsed higher-spend customers
13518,86,1,627.16,0,Inactive low-value customers
13519,78,2,343.21,1,Recent moderate customers
13520,59,11,6606.0,2,High-value loyal customers
13521,1,3,1071.73,1,Recent moderate customers
13522,30,1,125.80000000000001,1,Recent moderate customers
13523,33,6,4534.57,2,High-value loyal customers
13524,41,5,680.1800000000001,1,Recent moderate customers
13525,15,2,628.78,1,Recent moderate customers
13526,738,2,1182.0,3,Lapsed higher-spend customers
13527,34,12,4541.29,2,High-value loyal customers
13529,79,2,307.76,0,Inactive low-value customers
13530,634,1,402.98,0,Inactive low-value customers
13531,205,6,1433.07,3,Lapsed higher-spend customers
13532,34,1,210.31,1,Recent moderate customers
13533,183,3,269.09,0,Inactive low-value customers
13534,2,35,7720.900000000001,2,High-value loyal customers
13535,403,1,89.5,0,Inactive low-value customers
13536,1,7,3444.39,2,High-value loyal customers
13537,426,2,717.85,0,Inactive low-value customers
13538,43,12,3103.13,2,High-value loyal customers
13539,86,7,1569.36,3,Lapsed higher-spend customers
13540,467,3,632.39,3,Lapsed higher-spend customers
13541,427,2,785.25,0,Inactive low-value customers
13542,377,17,3959.4900000000002,3,Lapsed higher-spend customers
13543,634,2,1439.61,3,Lapsed higher-spend customers
13544,40,6,790.2,1,Recent moderate customers
13545,391,2,364.93,0,Inactive low-value customers
13546,12,5,1086.24,1,Recent moderate customers
13547,408,1,167.08,0,Inactive low-value customers
13548,96,3,901.44,3,Lapsed higher-spend customers
13549,26,8,1005.8000000000001,1,Recent moderate customers
13550,383,1,342.55,0,Inactive low-value customers
13551,319,2,244.2,0,Inactive low-value customers
13552,66,22,6948.92,2,High-value loyal customers
13553,675,1,499.6,0,Inactive low-value customers
13554,380,7,1629.35,3,Lapsed higher-spend customers
13555,74,13,8891.84,2,High-value loyal customers
13556,429,2,200.82,0,Inactive low-value customers
13557,28,13,3032.26,2,High-value loyal customers
13558,6,4,594.52,1,Recent moderate customers
13559,513,2,990.0,3,Lapsed higher-spend customers
13560,7,1,171.42000000000002,1,Recent moderate customers
13561,216,11,1803.4,3,Lapsed higher-spend customers
13562,82,8,4838.18,3,Lapsed higher-spend customers
13563,84,2,777.53,1,Recent moderate customers
13564,144,37,16498.97,2,High-value loyal customers
13565,19,3,414.8,1,Recent moderate customers
13566,41,5,1688.6,3,Lapsed higher-spend customers
13567,428,4,1079.29,3,Lapsed higher-spend customers
13568,173,1,187.05,0,Inactive low-value customers
13569,17,4,726.54,1,Recent moderate customers
13570,243,1,239.49,0,Inactive low-value customers
13571,13,26,4537.26,2,High-value loyal customers
13572,206,1,1384.25,3,Lapsed higher-spend customers
13573,50,6,904.52,3,Lapsed higher-spend customers
13574,411,1,404.45,0,Inactive low-value customers
13575,23,5,732.07,1,Recent moderate customers
13576,10,28,11202.59,2,High-value loyal customers
13577,25,11,3489.28,2,High-value loyal customers
13578,409,1,147.66,0,Inactive low-value customers
13579,15,5,1374.3400000000001,1,Recent moderate customers
13580,406,1,107.75,0,Inactive low-value customers
13581,309,2,280.53000000000003,0,Inactive low-value customers
13582,390,2,241.68,0,Inactive low-value customers
13583,156,2,1445.031,3,Lapsed higher-spend customers
13584,307,3,385.7,0,Inactive low-value customers
13585,531,3,684.54,3,Lapsed higher-spend customers
13586,541,1,127.28,0,Inactive low-value customers
13587,64,4,1673.5,3,Lapsed higher-spend customers
13588,16,9,2478.95,2,High-value loyal customers
13589,15,6,1120.74,1,Recent moderate customers
13590,11,18,6336.04,2,High-value loyal customers
13591,65,7,2093.94,3,Lapsed higher-spend customers
13592,36,4,247.95999999999998,1,Recent moderate customers
13593,108,14,5493.29,2,High-value loyal customers
13594,53,2,533.32,1,Recent moderate customers
13595,517,3,784.48,3,Lapsed higher-spend customers
13596,6,2,664.11,1,Recent moderate customers
13597,400,2,396.71,0,Inactive low-value customers
13598,47,5,761.96,1,Recent moderate customers
13599,1,33,9811.04,2,High-value loyal customers
13600,312,2,518.42,0,Inactive low-value customers
13601,45,4,1159.99,1,Recent moderate customers
13602,65,4,1025.17,3,Lapsed higher-spend customers
13603,26,1,164.34,1,Recent moderate customers
13604,659,1,717.62,0,Inactive low-value customers
13605,387,2,522.67,0,Inactive low-value customers
13606,29,3,276.75,1,Recent moderate customers
13607,40,2,1075.81,1,Recent moderate customers
13608,541,1,232.05,0,Inactive low-value customers
13609,593,1,167.35,0,Inactive low-value customers
13610,12,14,2103.71,2,High-value loyal customers
13611,89,10,3297.9300000000003,3,Lapsed higher-spend customers
13612,633,1,818.29,0,Inactive low-value customers
13613,453,5,1039.8500000000001,3,Lapsed higher-spend customers
13614,24,6,2332.74,1,Recent moderate customers
13615,319,8,6272.53,3,Lapsed higher-spend customers
13616,568,2,283.85,0,Inactive low-value customers
13617,40,8,1278.75,3,Lapsed higher-spend customers
13618,174,1,177.34,0,Inactive low-value customers
13619,545,2,224.94,0,Inactive low-value customers
13620,528,1,112.34,0,Inactive low-value customers
13621,117,1,213.85,0,Inactive low-value customers
13622,696,1,658.95,0,Inactive low-value customers
13623,31,10,2533.06,2,High-value loyal customers
13624,388,1,462.08,0,Inactive low-value customers
13625,597,1,301.26,0,Inactive low-value customers
13626,253,2,707.04,0,Inactive low-value customers
13627,59,7,2245.9,3,Lapsed higher-spend customers
13628,676,1,310.14,0,Inactive low-value customers
13629,23,19,13370.86,2,High-value loyal customers
13630,5,7,2031.78,2,High-value loyal customers
13631,100,11,3070.42,3,Lapsed higher-spend customers
13632,25,8,3645.81,2,High-value loyal customers
13634,33,16,5033.77,2,High-value loyal customers
13635,68,4,2999.16,3,Lapsed higher-spend customers
13636,37,5,949.12,1,Recent moderate customers
13637,52,3,804.3,1,Recent moderate customers
13638,16,1,122.64,1,Recent moderate customers
13639,74,2,1346.27,3,Lapsed higher-spend customers
13640,611,1,405.0,0,Inactive low-value customers
13641,641,5,1016.47,3,Lapsed higher-spend customers
13642,216,4,472.2,3,Lapsed higher-spend customers
13643,31,10,2156.77,2,High-value loyal customers
13644,16,4,2624.26,1,Recent moderate customers
13645,120,1,252.1,0,Inactive low-value customers
13646,400,2,326.25,0,Inactive low-value customers
13647,10,8,3041.68,2,High-value loyal customers
13648,400,8,1764.02,3,Lapsed higher-spend customers
13649,257,6,1453.68,3,Lapsed higher-spend customers
13650,17,10,3288.0,2,High-value loyal customers
13651,35,3,226.85,1,Recent moderate customers
13652,46,5,2262.05,3,Lapsed higher-spend customers
13653,488,1,152.2,0,Inactive low-value customers
13654,43,11,6308.0,2,High-value loyal customers
13655,114,6,2280.51,3,Lapsed higher-spend customers
13656,165,4,1078.85,3,Lapsed higher-spend customers
13657,11,2,382.14,1,Recent moderate customers
13658,10,9,6025.5,2,High-value loyal customers
13659,206,12,4884.68,3,Lapsed higher-spend customers
13660,400,1,306.64,0,Inactive low-value customers
13661,603,1,325.24,0,Inactive low-value customers
13662,86,11,2233.61,3,Lapsed higher-spend customers
13663,179,5,2047.51,3,Lapsed higher-spend customers
13665,386,3,1711.66,3,Lapsed higher-spend customers
13666,60,5,127.9,1,Recent moderate customers
13667,149,1,299.05,0,Inactive low-value customers
13668,3,35,12948.48,2,High-value loyal customers
13669,51,3,413.55,1,Recent moderate customers
13670,75,1,349.7,0,Inactive low-value customers
13671,395,1,172.6,0,Inactive low-value customers
13672,301,3,419.92,0,Inactive low-value customers
13673,19,2,387.44,1,Recent moderate customers
13674,433,1,240.68,0,Inactive low-value customers
13675,151,2,486.82000000000005,0,Inactive low-value customers
13676,539,2,243.9,0,Inactive low-value customers
13677,405,2,551.24,0,Inactive low-value customers
13678,152,1,232.6,0,Inactive low-value customers
13679,494,3,281.26,0,Inactive low-value customers
13680,1,12,11419.67,2,High-value loyal customers
13681,18,4,827.83,1,Recent moderate customers
13682,187,1,59.5,0,Inactive low-value customers
13683,458,1,258.6,0,Inactive low-value customers
13684,286,4,594.88,3,Lapsed higher-spend customers
13685,3,7,3119.44,2,High-value loyal customers
13686,183,3,409.04,0,Inactive low-value customers
13687,438,1,11880.84,3,Lapsed higher-spend customers
13688,635,1,375.5,0,Inactive low-value customers
13689,63,2,1259.5,1,Recent moderate customers
13690,59,1,172.25,0,Inactive low-value customers
13691,396,1,212.78,0,Inactive low-value customers
13692,25,5,3114.4,1,Recent moderate customers
13693,374,9,2011.8200000000002,3,Lapsed higher-spend customers
13694,4,143,195640.69,2,High-value loyal customers
13695,31,16,2770.73,2,High-value loyal customers
13696,422,3,2020.4,3,Lapsed higher-spend customers
13697,39,1,151.3,1,Recent moderate customers
13698,597,2,451.73,0,Inactive low-value customers
13699,155,2,764.15,3,Lapsed higher-spend customers
13700,26,13,2596.9700000000003,2,High-value loyal customers
13701,447,1,161.0,0,Inactive low-value customers
13702,446,1,135.18,0,Inactive low-value customers
13703,318,2,425.56,0,Inactive low-value customers
13704,5,9,2308.06,2,High-value loyal customers
13705,8,7,1717.19,2,High-value loyal customers
13706,303,2,631.1700000000001,0,Inactive low-value customers
13707,267,5,3365.86,3,Lapsed higher-spend customers
13708,271,1,285.33,0,Inactive low-value customers
13709,4,18,7571.35,2,High-value loyal customers
13710,32,3,509.52,1,Recent moderate customers
13711,219,9,1792.26,3,Lapsed higher-spend customers
13712,247,2,766.42,0,Inactive low-value customers
13713,408,3,740.76,3,Lapsed higher-spend customers
13714,465,1,161.35,0,Inactive low-value customers
13715,281,17,8153.04,2,High-value loyal customers
13716,269,1,138.28,0,Inactive low-value customers
13717,32,8,1763.3,2,High-value loyal customers
13718,246,2,306.55,0,Inactive low-value customers
13719,15,11,2783.08,2,High-value loyal customers
13720,117,4,799.9,3,Lapsed higher-spend customers
13721,36,2,741.54,1,Recent moderate customers
13722,132,10,5635.41,3,Lapsed higher-spend customers
13723,217,6,1194.08,3,Lapsed higher-spend customers
13724,637,1,213.01,0,Inactive low-value customers
13725,50,8,1980.56,3,Lapsed higher-spend customers
13726,39,2,1079.66,1,Recent moderate customers
13727,29,8,1074.15,1,Recent moderate customers
13728,37,16,2855.17,2,High-value loyal customers
13729,436,3,724.73,3,Lapsed higher-spend customers
13730,136,2,752.6,3,Lapsed higher-spend customers
13731,219,2,610.59,0,Inactive low-value customers
13732,28,1,491.86,1,Recent moderate customers
13733,411,2,487.03000000000003,0,Inactive low-value customers
13734,509,4,6695.6900000000005,3,Lapsed higher-spend customers
13735,25,13,9762.77,2,High-value loyal customers
13736,5,7,2752.47,2,High-value loyal customers
13737,200,1,339.6,0,Inactive low-value customers
13738,396,1,434.78000000000003,0,Inactive low-value customers
13739,18,2,292.2,1,Recent moderate customers
13740,241,5,1582.77,3,Lapsed higher-spend customers
13741,72,3,668.4300000000001,1,Recent moderate customers
13742,17,12,3107.87,2,High-value loyal customers
13743,3,7,1341.6,1,Recent moderate customers
13744,95,2,1080.52,3,Lapsed higher-spend customers
13745,162,2,777.36,3,Lapsed higher-spend customers
13746,414,1,176.69,0,Inactive low-value customers
13747,374,2,169.8,0,Inactive low-value customers
13748,96,9,2064.35,3,Lapsed higher-spend customers
13750,54,11,3602.18,2,High-value loyal customers
13751,288,1,296.25,0,Inactive low-value customers
13752,124,7,1579.8300000000002,3,Lapsed higher-spend customers
13753,288,4,2094.57,3,Lapsed higher-spend customers
13754,152,3,447.05,0,Inactive low-value customers
13755,4,9,2108.06,2,High-value loyal customers
13756,2,23,8655.95,2,High-value loyal customers
13757,675,1,195.55,0,Inactive low-value customers
13758,12,15,8698.13,2,High-value loyal customers
13759,33,2,659.4100000000001,1,Recent moderate customers
13760,54,5,1363.6399999999999,3,Lapsed higher-spend customers
13761,50,6,1952.17,3,Lapsed higher-spend customers
13762,219,5,2472.48,3,Lapsed higher-spend customers
13763,63,3,5217.44,3,Lapsed higher-spend customers
13764,71,6,2919.62,3,Lapsed higher-spend customers
13765,653,1,352.821,0,Inactive low-value customers
13766,495,1,190.35,0,Inactive low-value customers
13767,2,73,33903.57,2,High-value loyal customers
13768,727,2,875.97,0,Inactive low-value customers
13769,2,20,5478.12,2,High-value loyal customers
13770,422,4,785.37,3,Lapsed higher-spend customers
13771,64,9,5728.82,2,High-value loyal customers
13772,34,8,3100.02,2,High-value loyal customers
13773,397,2,301.54,0,Inactive low-value customers
13774,82,1,345.0,0,Inactive low-value customers
13775,591,1,1049.66,0,Inactive low-value customers
13776,428,2,623.98,0,Inactive low-value customers
13777,1,61,49638.26,2,High-value loyal customers
13778,103,4,1124.49,3,Lapsed higher-spend customers
13779,516,1,161.13,0,Inactive low-value customers
13780,7,3,732.07,1,Recent moderate customers
13781,251,3,778.83,3,Lapsed higher-spend customers
13782,13,13,1786.08,2,High-value loyal customers
13783,488,4,1542.09,3,Lapsed higher-spend customers
13784,10,14,2910.23,2,High-value loyal customers
13785,429,4,542.49,3,Lapsed higher-spend customers
13786,367,6,3127.9900000000002,3,Lapsed higher-spend customers
13787,76,6,1222.5,3,Lapsed higher-spend customers
13788,505,1,3.75,0,Inactive low-value customers
13789,388,1,239.46,0,Inactive low-value customers
13790,4,1,348.79999999999995,1,Recent moderate customers
13791,128,2,1516.0,3,Lapsed higher-spend customers
13792,66,3,383.95,1,Recent moderate customers
13793,647,1,96.0,0,Inactive low-value customers
13794,547,1,126.03,0,Inactive low-value customers
13795,388,4,836.3,3,Lapsed higher-spend customers
13796,499,1,289.7,0,Inactive low-value customers
13797,437,3,1179.45,3,Lapsed higher-spend customers
13798,1,110,75428.87,2,High-value loyal customers
13799,117,9,2803.57,3,Lapsed higher-spend customers
13800,310,3,1679.56,3,Lapsed higher-spend customers
13801,67,1,324.8,0,Inactive low-value customers
13802,139,19,26259.11,2,High-value loyal customers
13803,255,3,1338.91,3,Lapsed higher-spend customers
13804,31,9,3161.12,2,High-value loyal customers
13805,52,2,924.5999999999999,1,Recent moderate customers
13806,64,1,256.38,0,Inactive low-value customers
13807,367,3,422.2,0,Inactive low-value customers
13808,6,5,1747.66,1,Recent moderate customers
13809,305,3,679.6999999999999,3,Lapsed higher-spend customers
13810,29,3,1499.01,1,Recent moderate customers
13811,184,3,814.5,3,Lapsed higher-spend customers
13812,42,3,539.0,1,Recent moderate customers
13813,40,8,2765.4700000000003,2,High-value loyal customers
13814,92,3,2257.32,3,Lapsed higher-spend customers
13815,22,8,7475.74,2,High-value loyal customers
13816,24,2,571.6700000000001,1,Recent moderate customers
13817,29,2,382.98,1,Recent moderate customers
13818,430,1,61.28,0,Inactive low-value customers
13819,302,6,2642.35,3,Lapsed higher-spend customers
13820,418,3,652.75,3,Lapsed higher-spend customers
13821,145,6,1379.08,3,Lapsed higher-spend customers
13822,6,2,632.0,1,Recent moderate customers
13823,19,7,3403.4500000000003,2,High-value loyal customers
13824,33,12,3314.76,2,High-value loyal customers
13825,622,2,255.59,0,Inactive low-value customers
13826,176,1,189.5,0,Inactive low-value customers
13827,58,3,409.8,1,Recent moderate customers
13828,22,1,209.49,1,Recent moderate customers
13829,421,1,102.0,0,Inactive low-value customers
13830,582,1,156.85000000000002,0,Inactive low-value customers
13831,16,18,6585.54,2,High-value loyal customers
13832,19,2,609.89,1,Recent moderate customers
13833,159,2,700.41,0,Inactive low-value customers
13834,577,2,324.19,0,Inactive low-value customers
13835,25,7,1095.27,1,Recent moderate customers
13836,399,2,620.37,0,Inactive low-value customers
13837,212,2,266.59000000000003,0,Inactive low-value customers
13838,6,10,1690.07,2,High-value loyal customers
13839,486,1,139.95000000000002,0,Inactive low-value customers
13840,416,1,651.4,0,Inactive low-value customers
13841,253,1,85.0,0,Inactive low-value customers
13842,59,18,5319.34,2,High-value loyal customers
13843,381,1,319.75,0,Inactive low-value customers
13844,11,1,361.62,1,Recent moderate customers
13845,65,1,312.98,0,Inactive low-value customers
13846,25,4,1307.79,1,Recent moderate customers
13847,720,1,310.72,0,Inactive low-value customers
13848,92,8,3015.0,3,Lapsed higher-spend customers
13849,52,5,3469.3,3,Lapsed higher-spend customers
13850,129,1,1595.48,3,Lapsed higher-spend customers
13851,96,8,4606.46,3,Lapsed higher-spend customers
13852,611,1,187.35000000000002,0,Inactive low-value customers
13853,57,1,1090.1399999999999,1,Recent moderate customers
13854,9,39,11944.56,2,High-value loyal customers
13855,501,4,1310.3400000000001,3,Lapsed higher-spend customers
13856,169,11,1142.03,3,Lapsed higher-spend customers
13857,393,6,1001.01,3,Lapsed higher-spend customers
13858,57,1,216.17000000000002,0,Inactive low-value customers
13859,326,2,515.86,0,Inactive low-value customers
13860,1,5,1245.9,1,Recent moderate customers
13861,429,2,273.26,0,Inactive low-value customers
13862,18,9,2556.09,2,High-value loyal customers
13863,248,4,1239.55,3,Lapsed higher-spend customers
13864,387,1,662.4000000000001,0,Inactive low-value customers
13865,58,4,501.56,1,Recent moderate customers
13866,74,1,145.67,0,Inactive low-value customers
13867,31,3,1005.09,1,Recent moderate customers
13868,7,2,3192.54,1,Recent moderate customers
13869,123,10,7996.87,2,High-value loyal customers
13870,2,15,5712.08,2,High-value loyal customers
13871,23,17,7885.85,2,High-value loyal customers
13872,527,3,919.57,3,Lapsed higher-spend customers
13873,120,8,1038.92,3,Lapsed higher-spend customers
13874,358,7,2049.15,3,Lapsed higher-spend customers
13875,54,14,4814.37,2,High-value loyal customers
13876,64,1,122.7,0,Inactive low-value customers
13877,86,3,449.68,1,Recent moderate customers
13878,55,4,2416.9,3,Lapsed higher-spend customers
13879,646,1,395.5,0,Inactive low-value customers
13880,21,17,4293.86,2,High-value loyal customers
13881,4,43,45179.1,2,High-value loyal customers
13882,3,5,1191.13,1,Recent moderate customers
13883,11,15,6560.02,2,High-value loyal customers
13884,7,10,1825.03,2,High-value loyal customers
13885,189,2,506.8,0,Inactive low-value customers
13886,71,1,243.56,0,Inactive low-value customers
13887,204,1,349.55,0,Inactive low-value customers
13888,120,7,2001.5900000000001,3,Lapsed higher-spend customers
13889,93,6,1991.23,3,Lapsed higher-spend customers
13890,1,14,2927.38,2,High-value loyal customers
13891,378,3,859.21,3,Lapsed higher-spend customers
13892,27,6,1267.65,1,Recent moderate customers
13893,298,1,821.1,0,Inactive low-value customers
13894,24,3,564.62,1,Recent moderate customers
13895,28,6,4008.52,2,High-value loyal customers
13896,626,1,388.55,0,Inactive low-value customers
13897,50,3,1160.72,1,Recent moderate customers
